hour,price_mean,distance_mean,surge_mean,api_calls,temp,rain,humidity,clouds,wind
13-01-2023 15:00,17.85,1.67,1.125,10,35.17,0,0.9,0.97,7.22
13-01-2023 16:00,15.64285714,1.695714286,1,7,36.3,0,0.9,0.92,6.87
13-01-2023 17:00,15.34615385,1.566923077,1.057692308,13,37.25,0,0.87,0.88,7.58
13-01-2023 18:00,18.08333333,2.145833333,1.041666667,12,39,0,0.84,1,6.28
13-01-2023 19:00,17.05555556,1.912222222,1.027777778,9,40.01,0,0.81,0.95,6.46
13-01-2023 20:00,14.78571429,1.794285714,1,7,40.89,0,0.78,0.93,7.54
13-01-2023 21:00,15.9,1.61,1.05,10,40.69,0,0.76,0.82,8.89
13-01-2023 22:00,15.89285714,1.768571429,1.035714286,14,40.07,0,0.74,0.83,9.18
13-01-2023 23:00,17.1,1.71,1.066666667,15,40.26,0,0.69,0.73,9.1
14-01-2023 00:00,15,1.591666667,1,6,39.66,0,0.7,0.71,9.91
14-01-2023 01:00,16.125,1.76875,1.015625,16,38.52,0,0.71,0.74,9.78
14-01-2023 02:00,16.96153846,1.63,1.115384615,13,37.32,0,0.71,0.65,9.29
14-01-2023 03:00,17.16666667,1.998888889,1.083333333,9,36.91,0,0.7,0.54,8.82
14-01-2023 04:00,16.13636364,1.766363636,1.090909091,11,36.36,0,0.69,0.29,10
14-01-2023 05:00,16.6875,1.59625,1.15625,8,36.25,0,0.68,0.6,9.46
14-01-2023 06:00,17.45,2.256,1,10,35.84,0,0.66,0.78,10.81
14-01-2023 07:00,16.5,1.87375,1.0625,8,34.89,0.0191,0.65,0.82,11.71
14-01-2023 08:00,16.86363636,1.900909091,1.068181818,11,33.6,0,0.61,0.99,13.22
